fighter1,fighter2,result1,result2,date
Holly-Holm,Miesha-Tate,Loss,Win,2016-03-05
Gian-Villante,Ilir-Latifi,Loss,Win,2016-03-05
Corey-Anderson,Tom-Lawlor,Win,Loss,2016-03-05
Amanda-Nunes,Valentina-Shevchenko,Win,Loss,2016-03-05
Brandon-Thatch,Siyar-Bahadurzada,Loss,Win,2016-03-05
Erick-Silva,Nordine-Taleb,Loss,Win,2016-03-05
Vitor-Miranda,Marcelo-Guimaraes,Win,Loss,2016-03-05
Darren-Elkins,Chas-Skelly,Win,Loss,2016-03-05
Diego-Sanchez,Jim-Miller,Win,Loss,2016-03-05
Jason-Saggo,Justin-Salas,Win,Loss,2016-03-05
Julian-Erosa,Teruto-Ishihara,Loss,Win,2016-03-05
Luke-Rockhold,Michael-Bisping,Loss,Win,2016-06-04
Dominick-Cruz,Urijah-Faber,Win,Loss,2016-06-04
Max-Holloway,Ricardo-Lamas,Win,Loss,2016-06-04
Dan-Henderson,Hector-Lombard,Win,Loss,2016-06-04
Dustin-Poirier,Bobby-Green,Win,Loss,2016-06-04
Brian-Ortega,Clay-Guida,Win,Loss,2016-06-04
Beneil-Dariush,James-Vick,Win,Loss,2016-06-04
Jessica-Penne,Jessica-Andrade,Loss,Win,2016-06-04
Cole-Miller,Alex-Caceres,Loss,Win,2016-06-04
Sean-Strickland,Tom-Breese,Win,Loss,2016-06-04
Jonathan-Wilson,Henrique-da Silva,Loss,Win,2016-06-04
Kevin-Casey,Elvis-Mutapcic,Draw,Draw,2016-06-04
Marco Polo-Reyes,Dong Hyun-Ma,Win,Loss,2016-06-04
Jon-Jones,Ovince-Saint Preux,Win,Loss,2016-04-23
Demetrious-Johnson,Henry-Cejudo,Win,Loss,2016-04-23
Anthony-Pettis,Edson-Barboza,Loss,Win,2016-04-23
Robert-Whittaker,Rafael-Natal,Win,Loss,2016-04-23
Yair-Rodriguez,Andre-Fili,Win,Loss,2016-04-23
Sergio-Pettis,Chris-Kelades,Win,Loss,2016-04-23
Danny-Roberts,Dominique-Steele,Win,Loss,2016-04-23
Carla-Esparza,Juliana-Lima,Win,Loss,2016-04-23
Glaico-Franca Moreira,James-Vick,Loss,Win,2016-04-23
Walt-Harris,Cody-East,Win,Loss,2016-04-23
Marcos-Rogerio de Lima,Clint-Hester,Win,Loss,2016-04-23
Efrain-Escudero,Kevin-Lee,Loss,Win,2016-04-23
Alistair-Overeem,Andrei-Arlovski,Win,Loss,2016-05-08
Antonio-Silva,Stefan-Struve,Loss,Win,2016-05-08
Albert-Tumenov,Gunnar-Nelson,Loss,Win,2016-05-08
Germaine-de Randamie,Anna-Elmose,Win,Loss,2016-05-08
Nikita-Krylov,Francimar-Barroso,Win,Loss,2016-05-08
Karolina-Kowalkiewicz,Heather-Clark,Win,Loss,2016-05-08
Rustam-Khabilov,Chris-Wade,Win,Loss,2016-05-08
Magnus-Cedenblad,Garreth-McLellan,Win,Loss,2016-05-08
Jon-Tuck,Josh-Emmett,Loss,Win,2016-05-08
Yan-Cabral,Reza-Madadi,Loss,Win,2016-05-08
Kyoji-Horiguchi,Neil-Seery,Win,Loss,2016-05-08
Leon-Edwards,Dominic-Waters,Win,Loss,2016-05-08
Yuta-Sasaki,Willie-Gates,Win,Loss,2016-05-08
Joanna-Jedrzejczyk,Claudia-Gadelha,Win,Loss,2016-07-08
Andrew-Sanchez,Khalil-Rountree Jr.,Win,Loss,2016-07-08
Tatiana-Suarez,Amanda-Cooper,Win,Loss,2016-07-08
Ross-Pearson,Will-Brooks,Loss,Win,2016-07-08
Dooho-Choi,Thiago-Tavares,Win,Loss,2016-07-08
Joaquim-Silva,Andrew-Holbrook,Win,Loss,2016-07-08
Gray-Maynard,Fernando-Bruno,Win,Loss,2016-07-08
John-Moraga,Matheus-Nicolau,Loss,Win,2016-07-08
Cory-Hendricks,Josh-Stansbury,Loss,Win,2016-07-08
Cezar-Ferreira,Anthony-Smith,Win,Loss,2016-07-08
Jake-Matthews,Kevin-Lee,Loss,Win,2016-07-08
Li-Jingliang,Anton-Zafir,Win,Loss,2016-07-08
Thomas-Almeida,Cody-Garbrandt,Loss,Win,2016-05-29
Renan-Barao,Jeremy-Stephens,Loss,Win,2016-05-29
Tarec-Saffiedine,Rick-Story,Loss,Win,2016-05-29
Chris-Camozzi,Vitor-Miranda,Win,Loss,2016-05-29
Jorge-Masvidal,Lorenz-Larkin,Loss,Win,2016-05-29
Joshua-Burkman,Paul-Felder,Loss,Win,2016-05-29
Sara-McMann,Jessica-Eye,Win,Loss,2016-05-29
Abel-Trujillo,Jordan-Rinaldi,Win,Loss,2016-05-29
Jake-Collier,Alberto-Uda,Win,Loss,2016-05-29
Erik-Koch,Shane-Campbell,Win,Loss,2016-05-29
Aljamain-Sterling,Bryan-Caraway,Loss,Win,2016-05-29
Chris-de la Rocha,Adam-Milstead,Loss,Win,2016-05-29
Rory-MacDonald,Stephen-Thompson,Loss,Win,2016-06-18
Donald-Cerrone,Patrick-Cote,Win,Loss,2016-06-18
Steve-Bosse,Sean-O'Connell,Win,Loss,2016-06-18
Olivier-Aubin-Mercier,Thibault-Gouti,Win,Loss,2016-06-18
Valerie-Letourneau,Joanne-Wood,Loss,Win,2016-06-18
Jason-Saggo,Leandro-Silva,Win,Loss,2016-06-18
Misha-Cirkunov,Ion-Cutelaba,Win,Loss,2016-06-18
Tamdan-McCrory,Krzysztof-Jotko,Loss,Win,2016-06-18
Chris-Beal,Joe-Soto,Loss,Win,2016-06-18
Elias-Theodorou,Sam-Alvey,Win,Loss,2016-06-18
Randa-Markos,Jocelyn-Jones-Lybarger,Win,Loss,2016-06-18
Colby-Covington,Jonathan-Meunier,Win,Loss,2016-06-18
Ali-Bagautinov,Geane-Herrera,Win,Loss,2016-06-18
Holly-Holm,Valentina-Shevchenko,Loss,Win,2016-07-23
Edson-Barboza,Gilbert-Melendez,Win,Loss,2016-07-23
Francis-Ngannou,Bojan-Mihajlovic,Win,Loss,2016-07-23
Felice-Herrig,Kailin-Curran,Win,Loss,2016-07-23
Frankie-Saenz,Eddie-Wineland,Loss,Win,2016-07-23
Darren-Elkins,Godofredo-Pepey,Win,Loss,2016-07-23
Kamaru-Usman,Alexander-Yakovlev,Win,Loss,2016-07-23
Michel-Prazeres,JC-Cottrell,Win,Loss,2016-07-23
Alex-Oliveira,James-Moontasri,Win,Loss,2016-07-23
Jim-Alers,Jason-Knight,Loss,Win,2016-07-23
Luis-Henrique,Dmitrii-Smoliakov,Win,Loss,2016-07-23
Miesha-Tate,Amanda-Nunes,Loss,Win,2016-07-09
Brock-Lesnar,Mark-Hunt,No Contest,No Contest,2016-07-09
Daniel-Cormier,Anderson-Silva,Win,Loss,2016-07-09
Jose-Aldo,Frankie-Edgar,Win,Loss,2016-07-09
Cain-Velasquez,Travis-Browne,Win,Loss,2016-07-09
Cat-Zingano,Julianna-Pena,Loss,Win,2016-07-09
Johny-Hendricks,Kelvin-Gastelum,Loss,Win,2016-07-09
TJ-Dillashaw,Raphael-Assuncao,Win,Loss,2016-07-09
Sage-Northcutt,Enrique-Marin,Win,Loss,2016-07-09
Diego-Sanchez,Joe-Lauzon,Loss,Win,2016-07-09
Gegard-Mousasi,Thiago-Santos,Win,Loss,2016-07-09
Jim-Miller,Takanori-Gomi,Win,Loss,2016-07-09
Robbie-Lawler,Tyron-Woodley,Loss,Win,2016-07-30
Rose-Namajunas,Karolina-Kowalkiewicz,Loss,Win,2016-07-30
Matt-Brown,Jake-Ellenberger,Loss,Win,2016-07-30
Francisco-Rivera,Erik-Perez,Loss,Win,2016-07-30
Ryan-Benoit,Fredy-Serrano,Win,Loss,2016-07-30
Nikita-Krylov,Ed-Herman,Win,Loss,2016-07-30
Ross-Pearson,Jorge-Masvidal,Loss,Win,2016-07-30
Anthony-Hamilton,Damian-Grabowski,Win,Loss,2016-07-30
Wilson-Reis,Hector-Sandoval,Win,Loss,2016-07-30
Michael-Graves,Bojan-Velickovic,Draw,Draw,2016-07-30
Cesar-Arzamendia,Damien-Brown,Loss,Win,2016-07-30
Rafael-Dos Anjos,Eddie-Alvarez,Loss,Win,2016-07-07
Roy-Nelson,Derrick-Lewis,Loss,Win,2016-07-07
Alan-Jouban,Belal-Muhammad,Win,Loss,2016-07-07
Joe-Duffy,Mitch-Clarke,Win,Loss,2016-07-07
Mike-Pyle,Alberto-Mina,Loss,Win,2016-07-07
John-Makdessi,Mehdi-Baghdad,Win,Loss,2016-07-07
Anthony-Birchak,Dileno-Lopes,Win,Loss,2016-07-07
Russell-Doane,Pedro-Munhoz,Loss,Win,2016-07-07
Felipe-Arantes,Jerrod-Sanders,Win,Loss,2016-07-07
Gilbert-Burns,Lukasz-Sajewski,Win,Loss,2016-07-07
Marco-Beltran,Reginaldo-Vieira,Win,Loss,2016-07-07
Vicente-Luque,Alvaro-Herrera Mendoza,Win,Loss,2016-07-07
Andrei-Arlovski,Josh-Barnett,Loss,Win,2016-09-03
Alexander-Gustafsson,Jan-Blachowicz,Win,Loss,2016-09-03
Ryan-Bader,Ilir-Latifi,Win,Loss,2016-09-03
Nick-Hein,Tae Hyun-Bang,Win,Loss,2016-09-03
Jessin-Ayari,Jim-Wallhead,Win,Loss,2016-09-03
Peter-Sobotta,Nicolas-Dalby,Win,Loss,2016-09-03
Ashlee-Evans-Smith,Veronica-Macedo,Win,Loss,2016-09-03
Taylor-Lapilus,Leandro-Issa,Win,Loss,2016-09-03
Jarjis-Danho,Christian-Colombo,Draw,Draw,2016-09-03
Scott-Askham,Jack-Hermansson,Loss,Win,2016-09-03
Rustam-Khabilov,Leandro-Silva,Win,Loss,2016-09-03
Michael-McDonald,John-Lineker,Loss,Win,2016-07-13
Tony-Ferguson,Lando-Vannata,Win,Loss,2016-07-13
Tim-Boetsch,Josh-Samman,Win,Loss,2016-07-13
Aleksei-Oleinik,Daniel-Omielanczuk,Loss,Win,2016-07-13
Kyle-Noke,Keita-Nakamura,Loss,Win,2016-07-13
Louis-Smolka,Ben-Nguyen,Win,Loss,2016-07-13
Lauren-Murphy,Katlyn-Chookagian,Loss,Win,2016-07-13
Eric-Spicely,Sam-Alvey,Loss,Win,2016-07-13
Cortney-Casey,Cristina-Stanciu,Win,Loss,2016-07-13
Scott-Holtzman,Cody-Pfister,Win,Loss,2016-07-13
Rani-Yahya,Matthew-Lopez,Win,Loss,2016-07-13
Devin-Clark,Alex-Nicholson,Loss,Win,2016-07-13
Nate-Diaz,Conor-McGregor,Loss,Win,2016-08-20
Anthony-Johnson,Glover-Teixeira,Win,Loss,2016-08-20
Rick-Story,Donald-Cerrone,Loss,Win,2016-08-20
Hyun Gyu-Lim,Mike-Perry,Loss,Win,2016-08-20
Tim-Means,Sabah-Homasi,Win,Loss,2016-08-20
Cody-Garbrandt,Takeya-Mizugaki,Win,Loss,2016-08-20
Raquel-Pennington,Elizabeth-Phillips,Win,Loss,2016-08-20
Artem-Lobov,Chris-Avila,Win,Loss,2016-08-20
Randa-Markos,Cortney-Casey,Loss,Win,2016-08-20
Neil-Magny,Lorenz-Larkin,Loss,Win,2016-08-20
Colby-Covington,Max-Griffin,Win,Loss,2016-08-20
Alberto-Uda,Marvin-Vettori,Loss,Win,2016-08-20
Stipe-Miocic,Alistair-Overeem,Win,Loss,2016-09-10
Fabricio-Werdum,Travis-Browne,Win,Loss,2016-09-10
CM-Punk,Mickey-Gall,Loss,Win,2016-09-10
Urijah-Faber,Jimmie-Rivera,Loss,Win,2016-09-10
Jessica-Andrade,Joanne-Wood,Win,Loss,2016-09-10
Jessica-Eye,Bethe-Correia,Loss,Win,2016-09-10
Brad-Tavares,Caio-Magalhaes,Win,Loss,2016-09-10
Nik-Lentz,Michael-McBride,Win,Loss,2016-09-10
Drew-Dober,Jason-Gonzalez,Win,Loss,2016-09-10
Yancy-Medeiros,Sean-Spencer,Win,Loss,2016-09-10
Yair-Rodriguez,Alex-Caceres,Win,Loss,2016-08-06
Dennis-Bermudez,Rony-Jason,Win,Loss,2016-08-06
Thales-Leites,Chris-Camozzi,Win,Loss,2016-08-06
Santiago-Ponzinibbio,Zak-Cummings,Win,Loss,2016-08-06
Trevor-Smith,Joseph-Gigliotti,Win,Loss,2016-08-06
Maryna-Moroz,Danielle-Taylor,Win,Loss,2016-08-06
Court-McGee,Dominique-Steele,Win,Loss,2016-08-06
Viktor-Pesta,Marcin-Tybura,Loss,Win,2016-08-06
David-Teymur,Jason-Novelli,Win,Loss,2016-08-06
Teruto-Ishihara,Horacio-Gutierrez,Win,Loss,2016-08-06
Cub-Swanson,Tatsuya-Kawajiri,Win,Loss,2016-08-06
